model,condition,task,adherence,override_resistance,trial
microsoft/Phi-3.5-mini-instruct,C1,T2,0.6666666666666667,,350
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,351
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8,,352
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,353
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8,,354
microsoft/Phi-3.5-mini-instruct,C1,T2,1.0,,355
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8,,356
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7,,357
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7333333333333333,,358
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,359
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7833333333333333,,360
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7,,361
microsoft/Phi-3.5-mini-instruct,C1,T2,0.75,,362
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7,,363
microsoft/Phi-3.5-mini-instruct,C1,T2,0.75,,364
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8,,365
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8,,366
microsoft/Phi-3.5-mini-instruct,C1,T2,0.6,,367
microsoft/Phi-3.5-mini-instruct,C1,T2,0.85,,368
microsoft/Phi-3.5-mini-instruct,C1,T2,0.85,,369
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,370
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8,,371
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8,,372
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,373
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7,,374
microsoft/Phi-3.5-mini-instruct,C1,T2,0.75,,375
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8333333333333334,,376
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,377
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,378
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7,,379
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7,,380
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,381
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7,,382
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8,,383
microsoft/Phi-3.5-mini-instruct,C1,T2,0.95,,384
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,385
microsoft/Phi-3.5-mini-instruct,C1,T2,0.75,,386
microsoft/Phi-3.5-mini-instruct,C1,T2,0.95,,387
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,388
microsoft/Phi-3.5-mini-instruct,C1,T2,0.75,,389
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,390
microsoft/Phi-3.5-mini-instruct,C1,T2,0.95,,391
microsoft/Phi-3.5-mini-instruct,C1,T2,0.6,,392
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,393
microsoft/Phi-3.5-mini-instruct,C1,T2,1.0,,394
microsoft/Phi-3.5-mini-instruct,C1,T2,1.0,,395
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,396
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9166666666666666,,397
microsoft/Phi-3.5-mini-instruct,C1,T2,0.7,,398
microsoft/Phi-3.5-mini-instruct,C1,T2,0.9,,399
microsoft/Phi-3.5-mini-instruct,C1,T2,0.8,,400
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,401
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,402
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,403
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,404
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,405
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8666666666666666,,406
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,407
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,408
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,409
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,410
microsoft/Phi-3.5-mini-instruct,C2,T1,0.4666666666666666,,411
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,412
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,413
microsoft/Phi-3.5-mini-instruct,C2,T1,0.4,,414
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,415
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,416
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,417
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,418
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,419
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,420
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,421
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,422
microsoft/Phi-3.5-mini-instruct,C2,T1,0.9333333333333333,,423
microsoft/Phi-3.5-mini-instruct,C2,T1,0.4,,425
microsoft/Phi-3.5-mini-instruct,C2,T1,0.4,,426
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,427
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,428
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,429
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,430
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,431
microsoft/Phi-3.5-mini-instruct,C2,T1,0.9333333333333333,,432
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,433
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,434
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,435
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,436
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,437
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,438
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,439
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,440
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,441
microsoft/Phi-3.5-mini-instruct,C2,T1,0.9333333333333333,,442
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,443
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,444
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,445
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,446
microsoft/Phi-3.5-mini-instruct,C2,T1,0.9333333333333333,,447
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,448
microsoft/Phi-3.5-mini-instruct,C2,T1,0.4666666666666666,,449
microsoft/Phi-3.5-mini-instruct,C2,T1,0.4,,450
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,451
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,452
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,453
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,454
microsoft/Phi-3.5-mini-instruct,C2,T1,0.3333333333333333,,455
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,456
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,457
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,458
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,459
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,460
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,461
microsoft/Phi-3.5-mini-instruct,C2,T1,0.3333333333333333,,462
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,463
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,464
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,465
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,466
microsoft/Phi-3.5-mini-instruct,C2,T1,0.4,,467
microsoft/Phi-3.5-mini-instruct,C2,T1,0.3333333333333333,,468
microsoft/Phi-3.5-mini-instruct,C2,T1,0.8,,469
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,470
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,471
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,472
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,473
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,474
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,475
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,476
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,477
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,478
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,481
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,482
microsoft/Phi-3.5-mini-instruct,C2,T1,0.7333333333333333,,483
microsoft/Phi-3.5-mini-instruct,C2,T1,0.4666666666666666,,484
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,485
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,486
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,487
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,488
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,489
microsoft/Phi-3.5-mini-instruct,C2,T1,0.3333333333333333,,490
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,491
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,493
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,494
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,495
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6,,496
microsoft/Phi-3.5-mini-instruct,C2,T1,0.6666666666666666,,497
microsoft/Phi-3.5-mini-instruct,C2,T1,1.0,,498
microsoft/Phi-3.5-mini-instruct,C2,T1,0.5333333333333333,,500
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,501
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,502
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,503
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,504
microsoft/Phi-3.5-mini-instruct,C2,T2,0.8333333333333334,,505
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,506
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5,,507
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,508
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,509
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,510
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5,,511
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7666666666666666,,512
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,513
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,514
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,515
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,516
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,517
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,518
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,519
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,520
microsoft/Phi-3.5-mini-instruct,C2,T2,0.4666666666666666,,521
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,522
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,523
microsoft/Phi-3.5-mini-instruct,C2,T2,0.8333333333333334,,524
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,525
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,526
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,527
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,528
microsoft/Phi-3.5-mini-instruct,C2,T2,0.8,,529
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,530
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,531
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7666666666666666,,532
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,533
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,534
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7666666666666666,,535
microsoft/Phi-3.5-mini-instruct,C2,T2,0.8,,536
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,537
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,538
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5,,539
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,540
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,541
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,542
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,543
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,544
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,545
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,546
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,547
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,548
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,549
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5,,550
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7666666666666666,,551
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,552
microsoft/Phi-3.5-mini-instruct,C2,T2,0.8333333333333334,,553
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,554
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,555
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,556
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,557
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7666666666666666,,558
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,559
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,560
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,561
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5333333333333333,,562
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,563
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,564
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,565
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,566
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,567
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,568
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,569
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,570
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,571
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,572
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5,,573
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,574
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,575
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,576
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,577
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,578
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,579
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,580
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7,,581
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,582
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5333333333333333,,583
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,584
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,585
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,586
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,587
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,588
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,589
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7333333333333333,,590
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6,,591
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,592
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6666666666666666,,593
microsoft/Phi-3.5-mini-instruct,C2,T2,0.7666666666666666,,594
microsoft/Phi-3.5-mini-instruct,C2,T2,0.6333333333333333,,595
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,596
microsoft/Phi-3.5-mini-instruct,C2,T2,0.8,,597
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,598
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,599
microsoft/Phi-3.5-mini-instruct,C2,T2,0.5666666666666667,,600
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,601
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,602
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,603
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,604
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,605
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,606
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,607
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,608
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,609
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,610
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,611
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,612
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6,,613
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,617
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,618
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,619
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6,,620
microsoft/Phi-3.5-mini-instruct,C3,T1,0.5333333333333333,,621
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,624
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,625
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,626
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,627
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,628
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,629
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,630
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,631
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,632
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,633
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,634
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,636
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,637
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,638
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6,,639
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,641
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,642
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,643
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,644
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,645
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,646
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,648
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6,,649
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,650
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,651
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,652
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,653
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,654
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,655
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,656
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6,,657
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,658
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8666666666666666,,659
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,660
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,661
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,662
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,663
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,664
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,665
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,666
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,667
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,668
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,669
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,671
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,672
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,673
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,674
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,675
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,676
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6,,677
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6,,678
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8666666666666666,,679
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6,,680
microsoft/Phi-3.5-mini-instruct,C3,T1,0.6666666666666666,,681
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,682
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,683
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,684
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,685
microsoft/Phi-3.5-mini-instruct,C3,T1,0.9333333333333333,,686
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,687
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,688
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8666666666666666,,689
microsoft/Phi-3.5-mini-instruct,C3,T1,0.7333333333333333,,690
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,691
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,692
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,693
microsoft/Phi-3.5-mini-instruct,C3,T1,0.5333333333333333,,694
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,695
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,696
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,697
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,698
microsoft/Phi-3.5-mini-instruct,C3,T1,0.8,,699
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6666666666666666,,701
microsoft/Phi-3.5-mini-instruct,C3,T2,0.8,,702
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7333333333333333,,703
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6666666666666666,,704
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,705
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,706
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7333333333333333,,707
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6666666666666666,,708
microsoft/Phi-3.5-mini-instruct,C3,T2,0.8,,709
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7,,710
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,711
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,712
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6666666666666666,,713
microsoft/Phi-3.5-mini-instruct,C3,T2,0.8,,714
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7333333333333333,,715
microsoft/Phi-3.5-mini-instruct,C3,T2,0.8,,716
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7333333333333333,,717
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6666666666666666,,718
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,719
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,720
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6333333333333333,,721
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6333333333333333,,722
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7333333333333333,,723
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7,,724
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6333333333333333,,725
microsoft/Phi-3.5-mini-instruct,C3,T2,0.8333333333333334,,726
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,727
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,728
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,729
microsoft/Phi-3.5-mini-instruct,C3,T2,0.8666666666666666,,730
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,731
microsoft/Phi-3.5-mini-instruct,C3,T2,0.5666666666666667,,732
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,733
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,734
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,735
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7333333333333333,,736
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,737
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6666666666666666,,738
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6333333333333333,,739
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7,,740
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7333333333333333,,741
microsoft/Phi-3.5-mini-instruct,C3,T2,0.8333333333333334,,742
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,743
microsoft/Phi-3.5-mini-instruct,C3,T2,0.5666666666666667,,744
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6,,745
microsoft/Phi-3.5-mini-instruct,C3,T2,0.8,,746
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6666666666666667,,747
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6666666666666666,,748
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7,,749
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6,,750
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7,,751
microsoft/Phi-3.5-mini-instruct,C3,T2,0.8,,752
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6666666666666666,,753
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7666666666666666,,754
microsoft/Phi-3.5-mini-instruct,C3,T2,0.7333333333333333,,755
microsoft/Phi-3.5-mini-instruct,C3,T2,0.6333333333333333,,756
